step,seed,lr,batch_size,train_loss,val_loss,outputs
10000,1,0.001,128,9.60637470442738e-08,8.731233716011047,"['axclyhchsjcdodx', 'oodjjmcnalfmqcb']"
0,2,0.001,128,5.668582089339631,5.6623788475990295,"['iinfutkxtebetit', 'iiefothitepeulk']"
100,2,0.001,128,2.6635301897797405,3.042066663503647,"['abldniqkwimieiq', 'iowmlieihwfenla']"
200,2,0.001,128,0.9443497091908998,3.25205659866333,"['aseflihjnlkfclm', 'lowzfcwmbfjgbsd']"
300,2,0.001,128,0.06389802161462699,4.278164744377136,"['ajcghfhjqyzfeip', 'yoamyjeimqhemsd']"
400,2,0.001,128,0.008364118800698957,5.219200313091278,"['ajcghfhebykfefs', 'yoamdjaibghubwd']"
500,2,0.001,128,0.0023423452490256933,5.68455582857132,"['ajcghfhrblzfeis', 'yoqmdcaibfhubcd']"
600,2,0.001,128,0.0012467521444682174,5.957892894744873,"['ajcghfhrbyzfefs', 'yoqmtcaibfhumcd']"
700,2,0.001,128,0.0003452807369412076,6.134604215621948,"['ajcghfhrbyzfefs', 'yoqmdcaibfhubck']"
800,2,0.001,128,0.00024371772129206528,6.268337607383728,"['ajcghfhrbyzfefs', 'yowmdcaibfhubck']"
900,2,0.001,128,0.000177662368882978,6.38576602935791,"['ajcghfhrbyzfefs', 'yoqmtcaibfhubck']"
1000,2,0.001,128,0.00013609481677029846,6.492367923259735,"['ajcghfhrbyzfefs', 'yoqmtcaibfhumck']"
2000,2,0.001,128,2.9066390174815338e-05,7.1873475313186646,"['ajcghfhrbyzfefs', 'yoqmtcaibfhumck']"
3000,2,0.001,128,1.0993313895320355e-05,7.641828715801239,"['ajcghfhrbyzfefs', 'yoqmtcaibfhumck']"
4000,2,0.001,128,5.038479673514095e-06,8.01190972328186,"['ascghfhrbyzfefs', 'yoqmtcaibfhumck']"
5000,2,0.001,128,2.52177688949653e-06,8.34123969078064,"['ascghfhrbyzfefs', 'yoqmtcaibfhumck']"
6000,2,0.001,128,1.3227672249015568e-06,8.649050831794739,"['ascghfhrbyzfefs', 'yoqmtcaibfhumck']"
7000,2,0.001,128,7.145901555546355e-07,8.944048643112183,"['ascghfhrbyzfefs', 'yoqmtcaibfhumck']"
8000,2,0.001,128,3.8942231722276e-07,9.232520461082458,"['ascghfhrbyzfefs', 'yoqmtcaibfhumck']"
9000,2,0.001,128,2.1286019823837476e-07,9.51457667350769,"['ascghfhrbyzfefs', 'yoqmtcaibfhumck']"
10000,2,0.001,128,1.1793134786019644e-07,9.780962228775024,"['ascghfhrbyzfefs', 'yoqmtcaibfhumck']"
0,3,0.001,128,5.064416637903528,5.1168829798698425,"['iriitkirjcmigti', 'igiimrhrjcutgii']"
100,3,0.001,128,2.4769105277483976,2.9918911159038544,"['aohlhlplhlzipee', 'lonhlqeidnhehlh']"
200,3,0.001,128,0.5637063682079315,3.3472769260406494,"['onojuhbaujbhace', 'aoijdkendiccdnq']"
300,3,0.001,128,0.029060874051779886,4.124892920255661,"['anqjghplkkbhdce', 'aofjddeienknjfq']"
400,3,0.001,128,0.00317704609500928,4.832453727722168,"['anjjghblkkzhdce', 'aoijdbeienkmjuq']"
500,3,0.001,128,0.0007724048565377634,5.090333700180054,"['anqjghblkkkhdce', 'aoijdbeieikmjfq']"
600,3,0.001,128,0.00037202593734888715,5.2683098912239075,"['anqjghblkkbhdce', 'aoijddeieikmjfq']"
700,3,0.001,128,0.0002502056261999061,5.40005362033844,"['anqjghblkkbhdce', 'aoijddeieikmjfq']"
800,3,0.001,128,0.0001846106840471466,5.511284112930298,"['anqjghblkkbhdce', 'aoijddeieikmjfq']"
900,3,0.001,128,0.00014268694627113474,5.6064348220825195,"['anqjghblkkbhdce', 'aoijdbeiegkmjfq']"
1000,3,0.001,128,0.00011407877698016082,5.692513883113861,"['anqjghblkkbhdce', 'aoijdbeiegkmjfq']"
2000,3,0.001,128,2.538490542387472e-05,6.279488980770111,"['anqjghblkkbhdce', 'aoijdbeiegkmjfq']"
3000,3,0.001,128,9.66466793411373e-06,6.669015884399414,"['anqjghblkkbhdce', 'aoijdbeiegkmjfq']"
4000,3,0.001,128,4.426223508917131e-06,6.9870105385780334,"['anqjghblkkzhdce', 'aoijdbeiegkmjfq']"
5000,3,0.001,128,2.2190900933851425e-06,7.270576357841492,"['anqjghblkkzhdce', 'aoijdbeiegkmjfq']"
6000,3,0.001,128,1.1597555984033395e-06,7.535433888435364,"['anqjghblkkzldce', 'aoijdbeiegkmjfq']"
7000,3,0.001,128,6.260549145989427e-07,7.7892438769340515,"['anqjghblkkzldce', 'aoijdbeiegkmjfq']"
8000,3,0.001,128,3.4078530359382264e-07,8.037223875522614,"['anqjghblkkzldce', 'aoijdbeiegkmjfq']"
9000,3,0.001,128,1.8709047858062116e-07,8.278610944747925,"['anqjghblkkzldce', 'aoijdbeiegkmjfq']"
10000,3,0.001,128,1.0333749406106995e-07,8.50576937198639,"['anqjghblkkzldce', 'aoijdbeiegkmjfq']"
0,4,0.001,128,4.337813980971711,4.348914086818695,"['lpzlefeiecueiel', 'lpflpnenecmeqqe']"
100,4,0.001,128,2.2572616715974445,2.932208299636841,"['aacmnxejeeneoeb', 'bodfbbbbeeaehmb']"
200,4,0.001,128,0.27277091881142385,3.23759263753891,"['abcnndhheckhmmk', 'kodjdkxikcklmnb']"
300,4,0.001,128,0.012338831590464975,4.028553873300552,"['abcwndnhcjuhdek', 'aoejlndehqklxgq']"
400,4,0.001,128,0.0012309257901874902,4.548654317855835,"['agcwndnhcjuhdkk', 'noejandikqxexgq']"
500,4,0.001,128,0.00042214381797357075,4.76146936416626,"['abcwndnhijuhdkk', 'aoejandikqxexgq']"
600,4,0.001,128,0.000255583753975851,4.908455014228821,"['abcwndnhijuhdkk', 'noejandikqxexgq']"
700,4,0.001,128,0.0001810692012003517,5.023562014102936,"['abcwndnhijuhdkk', 'noejandikqxexgq']"
800,4,0.001,128,0.0001358833418911488,5.122386813163757,"['abcwndnhijuhdkk', 'noejandikqxexgq']"
900,4,0.001,128,0.00010597159158765586,5.20819765329361,"['abcwndnhijuhdkk', 'noejandikqxexgq']"
1000,4,0.001,128,8.520727954684062e-05,5.285552978515625,"['abcwndnhijuhdkk', 'noejandikqxexgq']"
2000,4,0.001,128,1.9517945520995375e-05,5.8183364272117615,"['abcwndnhbjuhdkk', 'aoejandikqxexgq']"
3000,4,0.001,128,7.447028657466783e-06,6.173531353473663,"['abcwndnhbjuhdkk', 'aoejandikqxexgq']"
4000,4,0.001,128,3.4362971021011297e-06,6.4628525376319885,"['abcwndnhbjuhdkk', 'aoejandikqxexgq']"
5000,4,0.001,128,1.718721817649313e-06,6.720987141132355,"['abcwndnhbjuhdkk', 'aoejandikqxexgq']"
6000,4,0.001,128,9.021909837037692e-07,6.961845815181732,"['abcwndnhbjuhdkk', 'aoejandikqxexgq']"
7000,4,0.001,128,4.886830701787956e-07,7.192627727985382,"['abcwndnhbjuhdkk', 'aoejandikqkemgq']"
8000,4,0.001,128,2.6497412232868245e-07,7.418196618556976,"['abcwndnhbjuhdkk', 'aoejandikqkemgq']"
9000,4,0.001,128,1.4568004002561608e-07,7.634229779243469,"['abcwndnhbjuhdkk', 'aoejandikqkemgq']"
10000,4,0.001,128,8.155633481634786e-08,7.832092046737671,"['abcwndnhbjuhdkk', 'aoejandikqkemgq']"
0,5,0.001,128,4.360806567759454,4.384702205657959,"['fllllltqlvstjol', 'flwlllthljsljql']"
100,5,0.001,128,2.4256532584564594,2.974336326122284,"['aknmffyjaofiddl', 'aofzjhfxymzzval']"
200,5,0.001,128,0.39971995240525354,3.296018272638321,"['agfmgsahnefirce', 'aozjvfenumeoccm']"
300,5,0.001,128,0.01710291433183453,4.085747331380844,"['amrmpsahncfircj', 'aoicvkjnimedycm']"
400,5,0.001,128,0.001993877736592217,4.6208855509758,"['amrmpxaanjfirku', 'aoicvkjiimksycm']"
500,5,0.001,128,0.0008146635726789791,4.872153401374817,"['amrmpxahnjfirku', 'aoicvkjixmesycm']"
600,5,0.001,128,0.0003209620094533915,5.026970088481903,"['amrmpxahnjfirku', 'aoicvkjixmesycm']"
700,5,0.001,128,0.000210269515091683,5.152764916419983,"['amrmpxahnjfirku', 'aoicvkjixmksycm']"
800,5,0.001,128,0.00015381125079709564,5.260652124881744,"['amrmpxahnjfirku', 'aoicvkjixmksycm']"
900,5,0.001,128,0.00011856164127482172,5.3523446917533875,"['amrmpxahnjfirku', 'aoicvkjixmksycm']"
1000,5,0.001,128,9.428767824126996e-05,5.434108138084412,"['amrmpxahnjfirku', 'aoicvkjixmksycm']"
2000,5,0.001,128,2.1041708937964012e-05,5.992438435554504,"['amrmpxahnjfirku', 'aoicvkjixmesycm']"
3000,5,0.001,128,8.01794439085606e-06,6.360995769500732,"['amrmpxahnjfirxu', 'aoicvkjixmesycm']"
4000,5,0.001,128,3.6781554506059006e-06,6.6604825258255005,"['amrmpxahnjfirxu', 'aoicvkjixmesycm']"
5000,5,0.001,128,1.8402568117910304e-06,6.927137732505798,"['amrmpsahnjfirxu', 'aoicvkjixmesycm']"
6000,5,0.001,128,9.690613276550813e-07,7.176081418991089,"['amrmpsahnjfirxu', 'aoicvkjixmesycm']"
7000,5,0.001,128,5.216636351132699e-07,7.414205253124237,"['amrmpsahnjfirxu', 'aoicvkjixmesycm']"
8000,5,0.001,128,2.843959272974609e-07,7.646969377994537,"['amrmpsahnjfirxu', 'aoicvkjixmesycm']"
9000,5,0.001,128,1.558703586454877e-07,7.871711730957031,"['amrmpsahnjfirxu', 'aoicvkjixmesycm']"
10000,5,0.001,128,8.6308044930337e-08,8.080154478549957,"['amrmpsahnjfirxu', 'aoicvkjixmesycm']"
0,6,0.001,128,5.666366951375068,5.731025338172913,"['rwnmovyntmcrdmd', 'rsydoppyayrrdmd']"
100,6,0.001,128,2.5916012148313885,3.005096435546875,"['ahemefkkksbueds', 'aocksyjdndbnngq']"
200,6,0.001,128,0.7570843621145321,3.150518238544464,"['acolgfiokrilmnk', 'koukirjqkybidhl']"
300,6,0.001,128,0.03985804399546189,3.8941405415534973,"['agclefgkirilfmb', 'aomkdujeryhidgq']"
400,6,0.001,128,0.0034497665842594225,4.600166440010071,"['alclefgibrilfmb', 'joukdrjorghndgq']"
500,6,0.001,128,0.0007695234469079141,4.899474143981934,"['alcdefgibriifmb', 'aoukdujorghndgq']"
600,6,0.001,128,0.00039160145959474995,5.068541049957275,"['alcdefgibriifmb', 'aoukdujorghndgq']"
700,6,0.001,128,0.00026742790647357983,5.1956223249435425,"['alcdefgibriifmb', 'aoukdujorghndgq']"
800,6,0.001,128,0.00019684442649801746,5.301853597164154,"['accdefgibriifmb', 'aoukdujorghndgq']"
900,6,0.001,128,0.00015232168065083414,5.393460631370544,"['accdefgibriifnb', 'aoukdujorghndgq']"
1000,6,0.001,128,0.00012099624217614602,5.475470721721649,"['accdefgibriifnb', 'aoukdujorghndgq']"
2000,6,0.001,128,2.6992015257666382e-05,6.031875967979431,"['accdefgibriifnb', 'aookdujorghndgq']"
3000,6,0.001,128,1.0278235233180325e-05,6.4004927277565,"['accdefgibriifnb', 'aookdujorghndgq']"
4000,6,0.001,128,4.699610478463553e-06,6.700903952121735,"['accdefgibriifnb', 'aookdujorghndgq']"
5000,6,0.001,128,2.362372556432737e-06,6.968547880649567,"['accdefgibriifnb', 'aookdujorghndgq']"
6000,6,0.001,128,1.2422061499934518e-06,7.2186901569366455,"['accdefgiiriifnb', 'aookdujorghndgq']"
7000,6,0.001,128,6.70102094859373e-07,7.45834344625473,"['accdefgiiriifnb', 'aookdujorghndgq']"
8000,6,0.001,128,3.648770713644359e-07,7.692790508270264,"['accdefgiiriifnb', 'aookdujorghndgq']"
9000,6,0.001,128,2.0076715859978562e-07,7.920983016490936,"['accdefgiiriifnb', 'aookdujorghndgq']"
10000,6,0.001,128,1.1141052430537434e-07,8.135374546051025,"['accdefgiiriifnb', 'aookdujorghndgq']"
0,7,0.001,128,4.636349973799307,4.664913773536682,"['mxnmprxxx|uhluc', 'mxpmnrxax|ohk|q']"
100,7,0.001,128,2.5354654788970947,2.9728028178215027,"['aiqmikoibmbbbod', 'bodfvijiigfbpap']"
200,7,0.001,128,0.5405653813217259,3.193022847175598,"['agrmjfoibwddynr', 'aosiihxxkccmmnk']"
300,7,0.001,128,0.02275422887428652,4.016640722751617,"['ajcwjfoobwzsons', 'modjimcfkgcjanl']"
400,7,0.001,128,0.002994351510453639,4.68908154964447,"['ajrwjfcibgdsons', 'modjimhfkgcjanl']"
500,7,0.001,128,0.0009027512823644129,4.941039800643921,"['ajrwjfcibkdsons', 'modjimhfkgcjanl']"
600,7,0.001,128,0.0003511689292396643,5.121904253959656,"['ajrwjfcibgzsons', 'modjimhfkgcjanl']"
700,7,0.001,128,0.00023638250441084132,5.258666276931763,"['ajrwjfcibgzsons', 'modjimhfkgcjanl']"
800,7,0.001,128,0.00017311081660121585,5.372959673404694,"['ajrwjfcibgzsons', 'modjimhfkgcjanl']"
900,7,0.001,128,0.00013348331210377354,5.471860647201538,"['ajrwjfcibgzsons', 'modjimhfkgcjanl']"
1000,7,0.001,128,0.00010631137982134624,5.559903800487518,"['ajrwjfcibgzsons', 'modjimhfkgcjanl']"
2000,7,0.001,128,2.350175966541106e-05,6.1567628383636475,"['ajrwjfcibgzsons', 'modjihhfkgcjanl']"
3000,7,0.001,128,8.896399063078092e-06,6.550184607505798,"['ajrwjfcibgzsons', 'modjihhfkgcjanl']"
4000,7,0.001,128,4.06525005824802e-06,6.8700820207595825,"['ajrwjfcibgzsons', 'modjihhfkgcjanl']"
5000,7,0.001,128,2.0363027565911614e-06,7.154657185077667,"['ajrwjfcibgzsons', 'modjihhfkgcjanl']"
6000,7,0.001,128,1.0676759486642955e-06,7.420011937618256,"['ajrwjfcibgzsons', 'modjihhfkgcjanl']"
7000,7,0.001,128,5.737814605329075e-07,7.6739462018013,"['ajrwjfcibgzsons', 'modjihhfkgcjanl']"
8000,7,0.001,128,3.1281029421308306e-07,7.9221802949905396,"['ajrwjfcibgzsons', 'modjihhfkgcjanl']"
9000,7,0.001,128,1.718498083751519e-07,8.16192090511322,"['ajrwjfcibgzsons', 'modjihhfkgcjanl']"
10000,7,0.001,128,9.517329245938205e-08,8.385236382484436,"['ajrwjfcibgzsons', 'modjihhfkgcjanl']"
0,8,0.001,128,4.7844502714615835,4.796808362007141,"['qsquzuvvzguqugq', 'vbqqzqvvzguusgf']"
100,8,0.001,128,2.4425073122676415,2.987387031316757,"['anlcekccmollnol', 'bofjfgenlnckjwn']"
200,8,0.001,128,0.4141912728170805,3.2311096787452698,"['aamjffhbsrzfeco', 'bombvkahalfdrmv']"
300,8,0.001,128,0.017188215993722028,3.919355124235153,"['agcqtuhhmctfccm', 'iomqukzbagcekni']"
400,8,0.001,128,0.0014962906664815036,4.460222780704498,"['agcqtmhhictfcco', 'fombukzbbgfekwi']"
500,8,0.001,128,0.0005686329386662692,4.680540442466736,"['agcqtmhhictbcco', 'fombukzbbgfekwi']"
600,8,0.001,128,0.00029242938514091545,4.818057656288147,"['agcqtuhhictbcco', 'fombukzbbgfekwi']"
700,8,0.001,128,0.00020509850269896743,4.9287208914756775,"['agcqtmhhictbcco', 'fombukzbbgfekwi']"
800,8,0.001,128,0.00015340928600576434,5.0234662890434265,"['agcqtmhhictbcco', 'fombukzbbgfekwi']"
900,8,0.001,128,0.0001199073187676789,5.105888903141022,"['agcqtmhhictbcco', 'fombukzbbgfekwi']"
1000,8,0.001,128,9.609742644183998e-05,5.18025803565979,"['agcqtuhhictbcco', 'fombukzbbgfekwi']"
2000,8,0.001,128,2.1985040066168418e-05,5.693094789981842,"['agcqtuhhictfcco', 'fombukzbbgfekwi']"
3000,8,0.001,128,8.378267754283748e-06,6.035405695438385,"['agcqtuhhictfcco', 'fomqukzhbgfekwi']"
4000,8,0.001,128,3.846466741586344e-06,6.314834356307983,"['agcqtuhhictfcco', 'fomqukzhbgfekwi']"
5000,8,0.001,128,1.928984272725054e-06,6.563673973083496,"['agcqtuhhictfcco', 'fomqukzhbgfekwi']"
6000,8,0.001,128,1.0145419816546588e-06,6.796052873134613,"['agcqtnhhictfcco', 'fomqukzhbgfekwi']"
7000,8,0.001,128,5.472549049310273e-07,7.018941283226013,"['agcqtnhhictfcco', 'fomqukzhbgfekwi']"
8000,8,0.001,128,2.9854259607902025e-07,7.23685348033905,"['agcqtnhhictfcco', 'fomqukzhbgfekwi']"
9000,8,0.001,128,1.635622195883254e-07,7.447889029979706,"['agcqtnhhictfcco', 'fomqukzhbgfekwi']"
10000,8,0.001,128,9.083733780920439e-08,7.6440845131874084,"['agcqtnhhictfcco', 'fomqukzhbmfekwi']"
0,9,0.001,128,4.528239968456799,4.553796887397766,"['alhwngtwvvltxtw', 'wlttlgtnvvlwxtw']"
100,9,0.001,128,2.321394715128066,2.9582110941410065,"['ajfhlllwzllwtrw', 'loiciwjivevlzlj']"
200,9,0.001,128,0.2956178409012058,3.222328692674637,"['aqcgtlignpzeele', 'aonfluyehiflqxg']"
300,9,0.001,128,0.013292323509113321,3.8451446890830994,"['aictgghwbqynsiw', 'aoialzyohgfiqxi']"
400,9,0.001,128,0.0008516794997503203,4.315266370773315,"['aictggdwrpyesiw', 'aoiadzyihgfilxi']"
500,9,0.001,128,0.00041553050521289626,4.495701014995575,"['aictggdwrpyesiw', 'aoiadzyihgfilxi']"
600,9,0.001,128,0.00027260147005649685,4.622333288192749,"['aictggdwrpyesiw', 'aoiadzyihgfilxi']"
700,9,0.001,128,0.00019509323207290158,4.72626918554306,"['aictggdwrpyesiw', 'aoiadzyihgfilxi']"
800,9,0.001,128,0.00014730645498390533,4.815302789211273,"['aictggdwrpyesiw', 'aoiadzyihgfilxi']"
900,9,0.001,128,0.0001155834206080807,4.893707692623138,"['aictggdwrpyesiw', 'aoiadzyihgfilxi']"
1000,9,0.001,128,9.292223040586267e-05,4.964368999004364,"['aictggdwrpyesdw', 'aoiadzyihgfilxi']"
2000,9,0.001,128,2.1255954068899746e-05,5.4555137157440186,"['aictggdwrpyesdw', 'aoiadzyihgfllxi']"
3000,9,0.001,128,8.119522187336792e-06,5.783800363540649,"['aictggdwrpyesdw', 'aoiadzyihgfllxi']"
4000,9,0.001,128,3.7128999528122914e-06,6.051435172557831,"['aictggdwrpyesdw', 'aoiadzyihgfllxi']"
5000,9,0.001,128,1.8585485145482794e-06,6.29020631313324,"['aictggdwrpyesdw', 'aoiadzyihgfllxi']"
6000,9,0.001,128,9.73547440492128e-07,6.513162910938263,"['aictggdwrpyesdw', 'aoiadzyihgfllxi']"
7000,9,0.001,128,5.23766784767701e-07,6.726755738258362,"['aictggdwrpyesdw', 'aoiadzyihgfllxi']"
8000,9,0.001,128,2.853351090143866e-07,6.935653448104858,"['aictggdwrpyesdw', 'aoiadzyihgfllxi']"
9000,9,0.001,128,1.5651403319374874e-07,7.137260258197784,"['aictggdwrpyesdw', 'aoiadzyihgfllxi']"
10000,9,0.001,128,8.718199495660883e-08,7.3245046734809875,"['aictggdwrpyesdw', 'aoiadzyihgfllxi']"
