step,seed,lr,batch_size,train_loss,val_loss,outputs,test_loss
0,2,0.001,128,3.7056879484200778,3.7023268938064575,"['sdi|wcfjykhpgyq', 'slcquspldkqfd|c']",3.7003214359283447
100,2,0.001,128,3.090057421334182,3.0925444662570953,"['pbnnlcncwcbpscc', 'soivvjpxhvoehvo']",3.0944276452064514
200,2,0.001,128,0.8310172497471676,0.8053900972008705,"['abcgemohdcklmno', 'aonmlkjihgfedcb']",0.8364487737417221
300,2,0.001,128,0.0567481416407265,0.0600833161734044,"['abcdefghijklmno', 'aonmlkjihgfedcb']",0.06688722781836987
400,2,0.001,128,0.0159099379412924,0.019919937942177,"['abcdefghijklmno', 'aonmlkjihgfedcb']",0.023139645345509052
500,2,0.001,128,0.007025524125069,0.0106553571531549,"['abcdefghijklmno', 'aonmlkjihgfedcb']",0.012721863342449069
600,2,0.001,128,0.0034252167841466,0.0060779645573347,"['abcdefghijklmno', 'aonmlkjihgfedcb']",0.009032801142893732
700,2,0.001,128,0.0018635197421771,0.0042055356898345,"['abcdefghijklmno', 'aonmlkjihgfedcb']",0.0069829425774514675
800,2,0.001,128,0.0013254740764681,0.0039824588166084,"['abcdefghijklmno', 'aonmlkjihgfedcb']",0.005923398362938315
900,2,0.001,128,0.0007296676347415,0.0031448121735593,"['abcdefghijklmno', 'aonmlkjihgfedcb']",0.004729206208139658
1000,2,0.001,128,0.0005380067106003,0.0028431425307644,"['abcdefghijklmno', 'aonmlkjihgfedcb']",0.004626358975656331
2000,2,0.001,128,6.251805171825853e-05,0.0018013870158029,"['abcdefghijklmno', 'aonmlkjihgfedcb']",0.003392471553524956
3000,2,0.001,128,2.1175627266587335e-05,0.001519893619843,"['abcdefghijklmno', 'aonmlkjihgfedcb']",0.0030773505568504333
4000,2,0.001,128,8.615759987128225e-06,0.0013984730157972,"['abcdefghijklmno', 'aonmlkjihgfedcb']",0.003018412535311654
5000,2,0.001,128,4.087701995558746e-06,0.0013211385239628,"['abcdefghijklmno', 'aonmlkjihgfedcb']",0.003041517367819324
6000,2,0.001,128,2.08513742126331e-06,0.0012862758967457,"['abcdefghijklmno', 'aonmlkjihgfedcb']",
7000,2,0.001,128,1.1018709340279671e-06,0.0012843357199017,"['abcdefghijklmno', 'aonmlkjihgfedcb']",
8000,2,0.001,128,5.85058384816173e-07,0.0012737458228002,"['abcdefghijklmno', 'aonmlkjihgfedcb']",
9000,2,0.001,128,3.2135608199795673e-07,0.0012625956765077,"['abcdefghijklmno', 'aonmlkjihgfedcb']",
10000,2,0.001,128,1.7627203748407404e-07,0.0012916487985421,"['abcdefghijklmno', 'aonmlkjihgfedcb']",
0,3,0.001,128,3.7268561502046222,3.705755889415741,"['tjdtkhxiwflsnvf', 'tehqrnucvaishi|']",3.721298575401306
100,3,0.001,128,3.089974053298371,3.085951954126358,"['aylmdypivgfagvl', 'gogmgkgxggktgrq']",3.0954695343971252
200,3,0.001,128,0.728768761399426,0.7267405614256859,"['adcdeffhilklmoo', 'aonmlkjihgfedrb']",0.7212566435337067
300,3,0.001,128,0.0546107614719415,0.059363936074078,"['abcdeffhilklmoo', 'aonmlkjihgfedcb']",0.06451795343309641
400,3,0.001,128,0.0157405345146603,0.0195614518597722,"['abcdefghijklmno', 'aonmlkjihgfedcb']",0.02245233068242669
500,3,0.001,128,0.0067536009540427,0.010853950981982,"['abcdefghijklmno', 'aonmlkjihgfedcb']",0.012188425054773688
600,3,0.001,128,0.0035294974856432,0.0077967276156414,"['abcdefghijklmno', 'aonmlkjihgfedcb']",0.008625201997347176
700,3,0.001,128,0.0021159109081837,0.0060158182168379,"['abcdefghijklmno', 'aonmlkjihgfedcb']",0.006262030452489853
800,3,0.001,128,0.0015071735796931,0.0070540625310968,"['abcdefghijklmno', 'aonmlkjihgfedcb']",0.006102146755438298
900,3,0.001,128,0.00090698060864,0.004543918359559,"['abcdefghijklmno', 'aonmlkjihgfedcb']",0.004245289892423898
1000,3,0.001,128,0.0005885338380526,0.004098941135453,"['abcdefghijklmno', 'aonmlkjihgfedcb']",0.0037975452723912895
2000,3,0.001,128,7.298126388665383e-05,0.0028127459954703,"['abcdefghijklmno', 'aonmlkjihgfedcb']",0.0021983711776556447
3000,3,0.001,128,2.2536425431214033e-05,0.0022672457416774,"['abcdefghijklmno', 'aonmlkjihgfedcb']",0.0017668143555056304
4000,3,0.001,128,9.477981917324875e-06,0.0020632621599361,"['abcdefghijklmno', 'aonmlkjihgfedcb']",0.0014778857221244834
5000,3,0.001,128,4.495352595192424e-06,0.0019752024672925,"['abcdefghijklmno', 'aonmlkjihgfedcb']",0.0013204805945861153
6000,3,0.001,128,2.187812173226892e-06,0.0019609985611168,"['abcdefghijklmno', 'aonmlkjihgfedcb']",
7000,3,0.001,128,1.1712389519006932e-06,0.0018803283383022,"['abcdefghijklmno', 'aonmlkjihgfedcb']",
8000,3,0.001,128,6.178974166531692e-07,0.0019285884227429,"['abcdefghijklmno', 'aonmlkjihgfedcb']",
9000,3,0.001,128,3.34051591721618e-07,0.0019582467666623,"['abcdefghijklmno', 'aonmlkjihgfedcb']",
10000,3,0.001,128,1.834655604484339e-07,0.0019962704245699,"['abcdefghijklmno', 'aonmlkjihgfedcb']",
0,4,0.001,128,3.7242359028586858,3.7210583686828618,"['ghcilkboyzckxie', 'zhjaakvgxhb|c|r']",3.720671236515045
100,4,0.001,128,2.862153714216208,2.8680409491062164,"['afemmzbjicmofab', 'aynmlkbixbneqcb']",2.860740602016449
200,4,0.001,128,0.2337506879356843,0.2540814075618982,"['abcdefghijklmno', 'aonmlkjihgfedcb']",0.2428620532155037
300,4,0.001,128,0.0273566404946997,0.0366417486220598,"['abcdefghijklmno', 'aonmlkjihgfedcb']",0.03366244724020362
400,4,0.001,128,0.0104548121048019,0.0164511703187599,"['abcdefghijklmno', 'aonmlkjihgfedcb']",0.015683175530284643
500,4,0.001,128,0.004746199396875,0.0103649622760713,"['abcdefghijklmno', 'aonmlkjihgfedcb']",0.008879374014213681
600,4,0.001,128,0.0025002677966192,0.0073576334980316,"['abcdefghijklmno', 'aonmlkjihgfedcb']",0.00653699052054435
700,4,0.001,128,0.001521582932571,0.006461763579864,"['abcdefghijklmno', 'aonmlkjihgfedcb']",0.004996239731553942
800,4,0.001,128,0.0009167712919349,0.0053247223549988,"['abcdefghijklmno', 'aonmlkjihgfedcb']",0.0043250800226815045
900,4,0.001,128,0.0006166280835242,0.0046552524145226,"['abcdefghijklmno', 'aonmlkjihgfedcb']",0.0038536873762495816
1000,4,0.001,128,0.0004317465505733,0.0042925867310259,"['abcdefghijklmno', 'aonmlkjihgfedcb']",0.003424842609092593
2000,4,0.001,128,5.588849533615999e-05,0.0030926808394724,"['abcdefghijklmno', 'aonmlkjihgfedcb']",0.002448830724461004
3000,4,0.001,128,1.8200874917597445e-05,0.0027144597879669,"['abcdefghijklmno', 'aonmlkjihgfedcb']",0.002117470823577605
4000,4,0.001,128,7.689735789023836e-06,0.0024933991153375,"['abcdefghijklmno', 'aonmlkjihgfedcb']",0.0019416801078477874
5000,4,0.001,128,3.639078071028974e-06,0.0023693223629379,"['abcdefghijklmno', 'aonmlkjihgfedcb']",0.0016919783520279452
6000,4,0.001,128,1.8254378584129832e-06,0.0022324945712171,"['abcdefghijklmno', 'aonmlkjihgfedcb']",
7000,4,0.001,128,9.600578488936686e-07,0.0022215784956642,"['abcdefghijklmno', 'aonmlkjihgfedcb']",
8000,4,0.001,128,5.10273138038889e-07,0.0021646366567438,"['abcdefghijklmno', 'aonmlkjihgfedcb']",
9000,4,0.001,128,2.791563594405201e-07,0.0021236780430626,"['abcdefghijklmno', 'aonmlkjihgfedcb']",
10000,4,0.001,128,1.5488866920407686e-07,0.0020572414741764,"['abcdefghijklmno', 'aonmlkjihgfedcb']",
0,5,0.001,128,3.724786658830281,3.727299839258194,"['paippihbklindfd', 'gajdfsnpglcqzmp']",3.7359071373939514
100,5,0.001,128,2.7217769381366197,2.727305620908737,"['aghanghahgjeubb', 'aohglknuhgfedbb']",2.736194133758545
200,5,0.001,128,0.3292420827135255,0.3372032642364502,"['abcdefghigelmio', 'aonmlkjihgfedcb']",0.34694820642471313
300,5,0.001,128,0.0385397778045904,0.0411525466479361,"['abcdefghijelmio', 'aonmlkjihgfedcb']",0.04622969776391983
400,5,0.001,128,0.0149264116476796,0.0168417319655418,"['abcdefghijelmio', 'aonmlkjihgfedcb']",0.0202267630957067
500,5,0.001,128,0.006845794279199,0.0088248194660991,"['abcdefghijelmio', 'aonmlkjihgfedcb']",0.010937209823168814
600,5,0.001,128,0.0038749644800997,0.0059460175398271,"['abcdefghijklmio', 'aonmlkjihgfedcb']",0.007660905015654862
700,5,0.001,128,0.0023248601399798,0.0042196631547994,"['abcdefghijklmio', 'aonmlkjihgfedcb']",0.005824973166454583
800,5,0.001,128,0.0015357932410367,0.0035330582904862,"['abcdefghijklmno', 'aonmlkjihgfedcb']",0.004127879918087274
900,5,0.001,128,0.0010692155569986,0.0031413399410666,"['abcdefghijklmio', 'aonmlkjihgfedcb']",0.0033740514772944152
1000,5,0.001,128,0.0007902863440973,0.0026929926534648,"['abcdefghijklmio', 'aonmlkjihgfedcb']",0.002805605821777135
2000,5,0.001,128,7.993361426007498e-05,0.0013644114824273,"['abcdefghijklmno', 'aonmlkjihgfedcb']",0.0014149704729788937
3000,5,0.001,128,2.563604579612545e-05,0.0011803926972788,"['abcdefghijklmno', 'aonmlkjihgfedcb']",0.0011049709828512277
4000,5,0.001,128,1.0513252751088313e-05,0.0010634179720909,"['abcdefghijklmno', 'aonmlkjihgfedcb']",0.001005522125524294
5000,5,0.001,128,4.980694930515101e-06,0.0009645120110235,"['abcdefghijklmno', 'aonmlkjihgfedcb']",0.0009115625371123315
6000,5,0.001,128,2.455818576614731e-06,0.0008779122056239,"['abcdefghijklmno', 'aonmlkjihgfedcb']",
7000,5,0.001,128,1.3090683660554037e-06,0.0008578349438721,"['abcdefghijklmno', 'aonmlkjihgfedcb']",
8000,5,0.001,128,6.69251875836199e-07,0.0007963041949778,"['abcdefghijklmno', 'aonmlkjihgfedcb']",
9000,5,0.001,128,3.647797789961812e-07,0.0007435237585013,"['abcdefghijklmno', 'aonmlkjihgfedcb']",
10000,5,0.001,128,2.0297696593549713e-07,0.0007266707948474,"['abcdefghijklmno', 'aonmlkjihgfedcb']",
0,6,0.001,128,3.8079245965692063,3.815528154373169,"['gpwcqhbkfqccvud', 'csnuqbckqcbczmv']",3.8139111399650574
100,6,0.001,128,2.864162058769902,2.8449681103229523,"['lgducknllalldaa', 'dcndlssbhalldcb']",2.854329466819763
200,6,0.001,128,0.4582544316219378,0.4581905305385589,"['abcdefghijklmno', 'aonmlkjihgfedcb']",0.45408982783555984
300,6,0.001,128,0.048022161061062,0.0562219144776463,"['abcdefghijklmno', 'aonmlkjihgfedcb']",0.04904468450695276
400,6,0.001,128,0.0155547216204525,0.0218745674937963,"['abcdefghijklmno', 'aonmlkjihgfedcb']",0.017292327247560024
500,6,0.001,128,0.007213207041326,0.0124891535378992,"['abcdefghijklmno', 'aonmlkjihgfedcb']",0.009575980948284268
600,6,0.001,128,0.0041056255680284,0.008749037864618,"['abcdefghijklmno', 'aonmlkjihgfedcb']",0.007070140563882887
700,6,0.001,128,0.0026161545387298,0.0069394114834722,"['abcdefghijklmno', 'aonmlkjihgfedcb']",0.005782077671028674
800,6,0.001,128,0.001600013833266,0.00625425146427,"['abcdefghijklmno', 'aonmlkjihgfedcb']",0.004542404669336975
900,6,0.001,128,0.0010153445307625,0.0049006881017703,"['abcdefghijklmno', 'aonmlkjihgfedcb']",0.003828020329819992
1000,6,0.001,128,0.0007163366974077,0.0046940731990616,"['abcdefghijklmno', 'aonmlkjihgfedcb']",0.003428649972192943
2000,6,0.001,128,7.87174443458649e-05,0.002753839471552,"['abcdefghijklmno', 'aonmlkjihgfedcb']",0.002496545697795227
3000,6,0.001,128,2.5167576887160747e-05,0.0025484863108431,"['abcdefghijklmno', 'aonmlkjihgfedcb']",0.002150447962776525
4000,6,0.001,128,1.0376803593720104e-05,0.0024668427649885,"['abcdefghijklmno', 'aonmlkjihgfedcb']",0.0020492364892561454
5000,6,0.001,128,4.942085985320876e-06,0.0023871628545748,"['abcdefghijklmno', 'aonmlkjihgfedcb']",0.0020515267588052666
6000,6,0.001,128,2.4586221703038627e-06,0.002269821234222,"['abcdefghijklmno', 'aonmlkjihgfedcb']",
7000,6,0.001,128,1.276823762578669e-06,0.0022815399452156,"['abcdefghijklmno', 'aonmlkjihgfedcb']",
8000,6,0.001,128,6.794453202594843e-07,0.0021548350691773,"['abcdefghijklmno', 'aonmlkjihgfedcb']",
9000,6,0.001,128,3.633300483990084e-07,0.0021940732453913,"['abcdefghijklmno', 'aonmlkjihgfedcb']",
10000,6,0.001,128,1.994966884459516e-07,0.0021983057999932,"['abcdefghijklmno', 'aonmlkjihgfedcb']",
0,7,0.001,128,3.797173430648031,3.809063673019409,"['ijxyrhg|kmnwuet', 'zjkvmfgfgebsaei']",3.7904037833213806
100,7,0.001,128,3.1521345210980765,3.1607434451580048,"['aenxcijiogftdgb', 'nnnbbftxwtbtdrb']",3.1559438705444336
200,7,0.001,128,1.186264143714422,1.2326819896697998,"['abntyjghejplbnp', 'omnmlkfihgnedcb']",1.1750746667385101
300,7,0.001,128,0.0701038111708586,0.0784385511651635,"['abcdefghijklmno', 'aonmlkjihgfedcb']",0.06961396150290966
400,7,0.001,128,0.0183192374939216,0.0228993655182421,"['abcdefghijklmno', 'aonmlkjihgfedcb']",0.020422344096004963
500,7,0.001,128,0.007882597744229,0.0113227221299894,"['abcdefghijklmno', 'aonmlkjihgfedcb']",0.01097044488415122
600,7,0.001,128,0.0043757725595437,0.0071669776807539,"['abcdefghijklmno', 'aonmlkjihgfedcb']",0.006798471324145794
700,7,0.001,128,0.002597802278845,0.0057513746723998,"['abcdefghijklmno', 'aonmlkjihgfedcb']",0.005639860057272017
800,7,0.001,128,0.0016701660653918,0.0043091709667351,"['abcdefghijklmno', 'aonmlkjihgfedcb']",0.004562474379781634
900,7,0.001,128,0.0010414457658181,0.0035394975857343,"['abcdefghijklmno', 'aonmlkjihgfedcb']",0.003780746861593798
1000,7,0.001,128,0.0007889937455441,0.0038155764632392,"['abcdefghijklmno', 'aonmlkjihgfedcb']",0.0038444740348495543
2000,7,0.001,128,7.780766136880928e-05,0.0020976758969482,"['abcdefghijklmno', 'aonmlkjihgfedcb']",0.002325881228898652
3000,7,0.001,128,2.4466268619510664e-05,0.0019194901688024,"['abcdefghijklmno', 'aonmlkjihgfedcb']",0.002063488653220702
4000,7,0.001,128,1.025670427582013e-05,0.0018576591683086,"['abcdefghijklmno', 'aonmlkjihgfedcb']",0.00203007956588408
5000,7,0.001,128,4.78690190338736e-06,0.00181589193744,"['abcdefghijklmno', 'aonmlkjihgfedcb']",0.0019238444365328178
6000,7,0.001,128,2.3836197151093625e-06,0.001846625626058,"['abcdefghijklmno', 'aonmlkjihgfedcb']",
7000,7,0.001,128,1.257864850838561e-06,0.0017877090613183,"['abcdefghijklmno', 'aonmlkjihgfedcb']",
8000,7,0.001,128,6.662008157171599e-07,0.0018478677211533,"['abcdefghijklmno', 'aonmlkjihgfedcb']",
9000,7,0.001,128,3.600848863077807e-07,0.0018454865439707,"['abcdefghijklmno', 'aonmlkjihgfedcb']",
10000,7,0.001,128,2.006016469335285e-07,0.0018254242950206,"['abcdefghijklmno', 'aonmlkjihgfedcb']",
0,8,0.001,128,3.7573763992212994,3.7737472653388977,"['wcksrlcuzrxxvdl', 'dlkezcduzdjderl']",3.754617929458618
100,8,0.001,128,2.6705134186563613,2.694982022047043,"['alojlfgoffflpfl', 'aofblcfboglkkcb']",2.6830244064331055
200,8,0.001,128,0.212417971672891,0.2196004632860422,"['abcdefghijklmno', 'aonmlkjihgfedcb']",0.22539567574858665
300,8,0.001,128,0.0280711332548268,0.0325856069102883,"['abcdefghijklmno', 'aonmlkjihgfedcb']",0.0328798801638186
400,8,0.001,128,0.0112219786542597,0.0144016436534002,"['abcdefghijklmno', 'aonmlkjihgfedcb']",0.014986765570938587
500,8,0.001,128,0.0046077389152178,0.0090099201770499,"['abcdefghijklmno', 'aonmlkjihgfedcb']",0.007739712251350284
600,8,0.001,128,0.0026004397954284,0.0063478720840066,"['abcdefghijklmno', 'aonmlkjihgfedcb']",0.005905624362640083
700,8,0.001,128,0.0015148560736104,0.0049485600029584,"['abcdefghijklmno', 'aonmlkjihgfedcb']",0.004330079827923328
800,8,0.001,128,0.0009408540072514,0.0040333629294764,"['abcdefghijklmno', 'aonmlkjihgfedcb']",0.003114677791018039
900,8,0.001,128,0.0005801913068376,0.0038922771782381,"['abcdefghijklmno', 'aonmlkjihgfedcb']",0.0028688328457064927
1000,8,0.001,128,0.0004295773523833,0.0032672246306901,"['abcdefghijklmno', 'aonmlkjihgfedcb']",0.002903185784816742
2000,8,0.001,128,5.680183077649555e-05,0.0020758408463734,"['abcdefghijklmno', 'aonmlkjihgfedcb']",0.0017426478734705597
3000,8,0.001,128,1.8540444423568353e-05,0.0017319768503512,"['abcdefghijklmno', 'aonmlkjihgfedcb']",0.0015689096180722117
4000,8,0.001,128,8.018613396162909e-06,0.0015036294735182,"['abcdefghijklmno', 'aonmlkjihgfedcb']",0.0014869009610265493
5000,8,0.001,128,3.800274241050058e-06,0.0014227843626031,"['abcdefghijklmno', 'aonmlkjihgfedcb']",0.0013571701565524563
6000,8,0.001,128,1.8983903906194464e-06,0.0013184088561501,"['abcdefghijklmno', 'aonmlkjihgfedcb']",
7000,8,0.001,128,9.919788136455822e-07,0.001180357549174,"['abcdefghijklmno', 'aonmlkjihgfedcb']",
8000,8,0.001,128,5.316098763672281e-07,0.0011270177918731,"['abcdefghijklmno', 'aonmlkjihgfedcb']",
9000,8,0.001,128,2.886759107874425e-07,0.0010782652557281,"['abcdefghijklmno', 'aonmlkjihgfedcb']",
10000,8,0.001,128,1.5815645137832644e-07,0.0010386714908463,"['abcdefghijklmno', 'aonmlkjihgfedcb']",
0,9,0.001,128,3.6672830008253263,3.666675090789795,"['psvpksizjioovsy', 'ksyaigoriqfrekf']",3.668882191181183
100,9,0.001,128,2.5290546960468534,2.5295961797237396,"['angmxnjbinnemcd', 'poimlkjiqgfpdcm']",2.5564761757850647
200,9,0.001,128,0.2050550074516972,0.2186058573424816,"['abcdmfzhijklmno', 'ponmlkjihgfedcb']",0.22931822761893272
300,9,0.001,128,0.026811140471527,0.0298836948350071,"['abcdefghijklmno', 'aonmlkjihgfedcb']",0.036817215383052826
400,9,0.001,128,0.0109952016191297,0.0142796612344682,"['abcdefghijklmno', 'aonmlkjihgfedcb']",0.01768105151131749
500,9,0.001,128,0.0050354706200099,0.0077392755774781,"['abcdefghijklmno', 'aonmlkjihgfedcb']",0.009779760148376226
600,9,0.001,128,0.0024590813731656,0.0046634007594548,"['abcdefghijklmno', 'aonmlkjihgfedcb']",0.006629356474149972
700,9,0.001,128,0.001549394505063,0.0036633632844313,"['abcdefghijklmno', 'aonmlkjihgfedcb']",0.00524777383543551
800,9,0.001,128,0.0009218293000484,0.0029778740135952,"['abcdefghijklmno', 'aonmlkjihgfedcb']",0.004119844001252204
900,9,0.001,128,0.0006718180890937,0.0025059383624466,"['abcdefghijklmno', 'aonmlkjihgfedcb']",0.0037799180718138814
1000,9,0.001,128,0.0004862635536414,0.0023041422246024,"['abcdefghijklmno', 'aonmlkjihgfedcb']",0.0033277663751505315
2000,9,0.001,128,5.957321039354207e-05,0.0011412514795665,"['abcdefghijklmno', 'aonmlkjihgfedcb']",0.001763959342497401
3000,9,0.001,128,2.0065391737849104e-05,0.0009005521169456,"['abcdefghijklmno', 'aonmlkjihgfedcb']",0.0013308424386195838
4000,9,0.001,128,8.248334201129229e-06,0.0007572115891889,"['abcdefghijklmno', 'aonmlkjihgfedcb']",0.001053121086442843
5000,9,0.001,128,3.906064591774339e-06,0.0006702695704916,"['abcdefghijklmno', 'aonmlkjihgfedcb']",0.0008963694126578048
6000,9,0.001,128,1.9815055964764852e-06,0.0006064019337372,"['abcdefghijklmno', 'aonmlkjihgfedcb']",
7000,9,0.001,128,1.034349067718791e-06,0.0005390555962776,"['abcdefghijklmno', 'aonmlkjihgfedcb']",
8000,9,0.001,128,5.52189126761024e-07,0.0004966077607377,"['abcdefghijklmno', 'aonmlkjihgfedcb']",
9000,9,0.001,128,2.9867201487256433e-07,0.0004574234170036,"['abcdefghijklmno', 'aonmlkjihgfedcb']",
10000,9,0.001,128,1.680383857264927e-07,0.0003966870555984,"['abcdefghijklmno', 'aonmlkjihgfedcb']",
