step,seed,lr,batch_size,train_loss,val_loss,outputs
9000,1,0.001,128,0.0013348405053058073,0.010819623188581318,"['abcdefghijklmno', 'aonmlkjihgfedcb']"
10000,1,0.001,128,0.002450096120879561,0.01176069735083729,"['abcdefghijklmno', 'aonmlkjihgfedcb']"
0,2,0.001,128,3.602295208580886,3.5947475135326385,"['ymxwnfammpbbujg', 'ymtgjxpmmzbafji']"
100,2,0.001,128,3.1635684061654006,3.170721709728241,"['pbnmbzjbhbftdcb', 'pkkzlknykkkksrn']"
200,2,0.001,128,2.9919974441769757,3.0048145949840546,"['bbymbbkbjbfbdbb', 'pbkklzbbbkbbbkb']"
300,2,0.001,128,2.5406773150721684,2.558270424604416,"['pbynohyhjpkpkpo', 'pllmlklijplkbml']"
400,2,0.001,128,1.0449400415903405,1.059421792626381,"['obcdefghijklmno', 'pbnmlkjihgfedcb']"
500,2,0.001,128,0.8384020743490774,0.8586507737636566,"['fbcdefghijklmno', 'ahnmlkjihgfedcb']"
600,2,0.001,128,0.7265134529222416,0.7472323328256607,"['hbcdefghijklmno', 'aonmlkjihgfedcb']"
700,2,0.001,128,0.6548598491692845,0.6835672482848167,"['bbcdefghijklmno', 'gonmlkjihgfedcb']"
800,2,0.001,128,0.6055562813070756,0.6343317851424217,"['bbcdefghijklmno', 'aonmlkjihgfedcb']"
900,2,0.001,128,0.5623516930809503,0.5903896391391754,"['abcdefghijklmno', 'gonmlkjihgfedcb']"
1000,2,0.001,128,0.5171509170079533,0.5447179600596428,"['abcdefghijklmno', 'gonmlkjihgfedcb']"
2000,2,0.001,128,0.29095352582539186,0.3422457203269005,"['abcdefghijklmno', 'honmlkjihgfedcb']"
3000,2,0.001,128,0.09735225372110741,0.15408596675843,"['abcdefghijklmno', 'yonmlkjihgfedcb']"
4000,2,0.001,128,0.025256645806793925,0.0722157577984035,"['abcdefghijklmno', 'aonmlkjihgfedcb']"
5000,2,0.001,128,0.016420996948322164,0.05632074689492583,"['abcdefghijklmno', 'aonmlkjihgfedcb']"
6000,2,0.001,128,0.0021693667130179327,0.023775167879648507,"['abcdefghijklmno', 'aonmlkjihgfedcb']"
7000,2,0.001,128,0.004916825812144936,0.02474587003234774,"['abcdefghijklmno', 'aonmlkjihgfedcb']"
8000,2,0.001,128,7.115262499759917e-05,0.0074207576690241694,"['abcdefghijklmno', 'aonmlkjihgfedcb']"
9000,2,0.001,128,2.322014422099551e-05,0.007607219304190949,"['abcdefghijklmno', 'aonmlkjihgfedcb']"
10000,2,0.001,128,1.1055817352987301e-05,0.007947938778670505,"['abcdefghijklmno', 'aonmlkjihgfedcb']"
0,3,0.001,128,3.6022471778000456,3.6015144884586334,"['zmcqmcjjxghzmr|', 'wmopyyhjwgiecee']"
100,3,0.001,128,3.1418763655650466,3.1494272649288177,"['aolllkaxojaeucl', 'lonllolxeguesrl']"
200,3,0.001,128,2.948650894285757,2.9651022851467133,"['ellllkllllleecl', 'llllloxdlguldll']"
300,3,0.001,128,2.410817019547088,2.4408717155456543,"['ldcdezkaijegduc', 'lnllljjihgjgdlj']"
400,3,0.001,128,1.0093029865735694,1.0421097725629807,"['lbcdefghijklmno', 'lnnmlkjihgfedcb']"
500,3,0.001,128,0.7802966961377784,0.8229724243283272,"['cbcdefghijklmno', 'jnnmlkjihgfedcb']"
600,3,0.001,128,0.6789612219303469,0.7250324487686157,"['abcdefghijklmno', 'lonmlkjihgfedcb']"
700,3,0.001,128,0.6073468999017643,0.6497281342744827,"['ebcdefghijklmno', 'lonmlkjihgfedcb']"
800,3,0.001,128,0.5619847397261029,0.5984330326318741,"['abcdefghijklmno', 'lonmlkjihgfedcb']"
900,3,0.001,128,0.5230909476551828,0.5620586648583412,"['abcdefghijklmno', 'lonmlkjihgfedcb']"
1000,3,0.001,128,0.4867676432374157,0.5238183960318565,"['abcdefghijklmno', 'lonmlkjihgfedcb']"
2000,3,0.001,128,0.1129176810006552,0.1578427255153656,"['abcdefghijklmno', 'aonmlkjihgfedcb']"
3000,3,0.001,128,0.023563037461400788,0.05718611413612962,"['abcdefghijklmno', 'aonmlkjihgfedcb']"
4000,3,0.001,128,0.013952709917167697,0.041232563089579344,"['abcdefghijklmno', 'aonmlkjihgfedcb']"
5000,3,0.001,128,0.013644928790487443,0.03678726451471448,"['abcdefghijklmno', 'aonmlkjihgfedcb']"
6000,3,0.001,128,0.010460494792006343,0.03159198991488665,"['abcdefghijklmno', 'aonmlkjihgfedcb']"
7000,3,0.001,128,0.004100039981517799,0.02249030501116067,"['abcdefghijklmno', 'aonmlkjihgfedcb']"
8000,3,0.001,128,0.00012779644159216998,0.01199482986703515,"['abcdefghijklmno', 'aonmlkjihgfedcb']"
9000,3,0.001,128,3.72844069140309e-05,0.01284480228787288,"['abcdefghijklmno', 'aonmlkjihgfedcb']"
10000,3,0.001,128,1.641781193628256e-05,0.014014383108587936,"['abcdefghijklmno', 'aonmlkjihgfedcb']"
0,4,0.001,128,3.6039200523231605,3.615698218345642,"['||tdeznhsdrorgo', '|ndvztnsirrfred']"
100,4,0.001,128,3.1597880472110798,3.1589050889015198,"['molmzcbicbybpcb', 'monbbzoihvjohob']"
200,4,0.001,128,2.9766847363001183,2.9850237369537354,"['aonmccjemlfedbb', 'ebnbbcbobceedbb']"
300,4,0.001,128,2.0001454338242737,2.0224937349557877,"['mbcmnfghijeenoo', 'linmlkdihgfejkb']"
400,4,0.001,128,0.9760020216809043,0.9981189295649529,"['abcdefghijklmno', 'nonmlkjihgfedcb']"
500,4,0.001,128,0.7559562053861497,0.7768975347280502,"['abcdefghijklmno', 'aonmlkjihgfedcb']"
600,4,0.001,128,0.6503384090677092,0.6778015196323395,"['abcdefghijklmno', 'aonmlkjihgfedcb']"
700,4,0.001,128,0.5972044135950789,0.6251765936613083,"['abcdefghijklmno', 'nonmlkjihgfedcb']"
800,4,0.001,128,0.5589609157435501,0.5874323397874832,"['abcdefghijklmno', 'conmlkjihgfedcb']"
900,4,0.001,128,0.5154681582994098,0.5480087772011757,"['abcdefghijklmno', 'nonmlkjihgfedcb']"
1000,4,0.001,128,0.4912934620169145,0.5258398652076721,"['abcdefghijklmno', 'eonmlkjihgfedcb']"
2000,4,0.001,128,0.21871282594113411,0.26353340968489647,"['abcdefghijklmno', 'eonmlkjihgfedcb']"
3000,4,0.001,128,0.03612791942550412,0.06887629814445972,"['abcdefghijklmno', 'aonmlkjihgfedcb']"
4000,4,0.001,128,0.005337571877031292,0.026758330408483744,"['abcdefghijklmno', 'aonmlkjihgfedcb']"
5000,4,0.001,128,0.014069756009627747,0.03445830591954291,"['abcdefghijklmno', 'aonmlkjihgfedcb']"
6000,4,0.001,128,0.006416681723645594,0.022931985804461874,"['abcdefghijklmno', 'aonmlkjihgfedcb']"
7000,4,0.001,128,0.0007805324858054519,0.004212823885609396,"['abcdefghijklmno', 'aonmlkjihgfedcb']"
8000,4,0.001,128,0.01286326122140111,0.020587319158948958,"['abcdefghijklmno', 'aonmlkjihgfedcb']"
9000,4,0.001,128,0.0028896321641293035,0.00980845745652914,"['abcdefghijklmno', 'aonmlkjihgfedcb']"
10000,4,0.001,128,0.0005023007916988027,0.0020692271878033353,"['abcdefghijklmno', 'aonmlkjihgfedcb']"
0,5,0.001,128,3.597248856025406,3.6014711558818817,"['qxbnibkgxlpzvpb', 'qxebrekxpigkkii']"
100,5,0.001,128,3.163214092013202,3.1689076125621796,"['pbdmlzyghvktdcb', 'pxnmlkjxkgfescb']"
200,5,0.001,128,2.9764228349999535,2.9896427392959595,"['akkmlkkkkvkedhb', 'ifnkfefiekfekzk']"
300,5,0.001,128,1.933367492277411,1.9418967962265015,"['abndlfghigklkno', 'afnmlkjihbfehmf']"
400,5,0.001,128,0.9867071018943304,0.999761201441288,"['abcdefghijklmno', 'kfnmlkjihgfedcb']"
500,5,0.001,128,0.760125410707691,0.7855455428361893,"['abcdefghijklmno', 'monmlkjihgfedcb']"
600,5,0.001,128,0.6552254980123495,0.6848480701446533,"['abcdefghijklmno', 'nonmlkjihgfejcb']"
700,5,0.001,128,0.6004278833353067,0.6324841380119324,"['abcdefghijklmno', 'ionmlkjihgfedcb']"
800,5,0.001,128,0.565639100497282,0.5991142094135284,"['abcdefghijklmno', 'monmlkjihgfedcb']"
900,5,0.001,128,0.5346854057493089,0.5696838349103928,"['abcdefghijklmno', 'monmlkjihgfejcb']"
1000,5,0.001,128,0.5081480847129339,0.5509188398718834,"['abcdefghijklmno', 'monmlkjihgfencb']"
2000,5,0.001,128,0.34049739679203755,0.38745928183197975,"['abcdefghijklmno', 'monmlkjihgfedcb']"
3000,5,0.001,128,0.07656908384229563,0.11601771879941225,"['abcdefghijklmno', 'oonmlkjihgfedcb']"
4000,5,0.001,128,0.011834339615947839,0.036785515025258064,"['abcdefghijklmno', 'aonmlkjihgfedcb']"
5000,5,0.001,128,0.006423226476623382,0.028305306797847152,"['abcdefghijklmno', 'aonmlkjihgfedcb']"
6000,5,0.001,128,0.006455824085617367,0.022738204337656498,"['abcdefghijklmno', 'aonmlkjihgfedcb']"
7000,5,0.001,128,0.0020219405539793588,0.014101932058110833,"['abcdefghijklmno', 'aonmlkjihgfedcb']"
8000,5,0.001,128,0.00038605558332659986,0.009617485731723718,"['abcdefghijklmno', 'aonmlkjihgfedcb']"
9000,5,0.001,128,2.1003985181513472e-05,0.006464250012868433,"['abcdefghijklmno', 'aonmlkjihgfedcb']"
10000,5,0.001,128,8.985850843002275e-06,0.006721895471855532,"['abcdefghijklmno', 'aonmlkjihgfedcb']"
0,6,0.001,128,3.5929449238354647,3.601895898580551,"['ibepspcsusjenhk', 'iosqrbtofmzznqe']"
100,6,0.001,128,3.157733189908764,3.164245307445526,"['aonallaahlktdll', 'llnmlklghootlho']"
200,6,0.001,128,2.9321212195142916,2.9472548067569733,"['allmlllolllmdll', 'llbmlblghlllgll']"
300,6,0.001,128,1.5907044501244267,1.609308585524559,"['abldefghgjllmbe', 'linmlkmihvfebgb']"
400,6,0.001,128,0.9616866111755371,0.9750190153717995,"['abcdefghejklmmo', 'lbnmlkjihgfedcb']"
500,6,0.001,128,0.7788612344596959,0.8057341352105141,"['abcdefnhijklmno', 'lonmlkjihgfedcb']"
600,6,0.001,128,0.6774876766566988,0.7046810537576675,"['abcdefghijklmno', 'lonmlkjihgfedcb']"
700,6,0.001,128,0.6045210059685043,0.6342389732599258,"['abcdefghijklmno', 'lonmlkjihgfedcb']"
800,6,0.001,128,0.5536509563651266,0.582341268658638,"['abcdefghijklmno', 'lonmlkjihgfedcb']"
900,6,0.001,128,0.5067803784261776,0.5405322760343552,"['abcdefghijklmno', 'lonmlkjihgfedcb']"
1000,6,0.001,128,0.4698024829731712,0.5034833401441574,"['abcdefghijklmno', 'monmlkjihgfedcb']"
2000,6,0.001,128,0.11850407521558713,0.1532700564712286,"['abcdefghijklmno', 'aonmlkjihgfedcb']"
3000,6,0.001,128,0.02934952920797882,0.0606206189841032,"['abcdefghijklmno', 'aonmlkjihgfedcb']"
4000,6,0.001,128,0.020481051358429692,0.04263605666346848,"['abcdefghijklmno', 'lonmlkjihgfedcb']"
5000,6,0.001,128,0.017151156764571802,0.03455902845598757,"['abcdefghijklmno', 'aonmlkjihgfedcb']"
6000,6,0.001,128,0.014179305621434617,0.026347918203100562,"['abcdefghijklmno', 'aonmlkjihgfedcb']"
7000,6,0.001,128,0.012693785909412995,0.025631682248786092,"['abcdefghijklmno', 'aonmlkjihgfedcb']"
8000,6,0.001,128,0.009690174488114971,0.016067994700279087,"['abcdefghijklmno', 'aonmlkjihgfedcb']"
9000,6,0.001,128,0.01046588382377183,0.02062138100154698,"['abcdefghijklmno', 'aonmlkjihgfedcb']"
10000,6,0.001,128,0.015951558252018463,0.029867734294384718,"['abcdefghijklmno', 'aonmlkjihgfedcb']"
0,7,0.001,128,3.651014566421509,3.649695724248886,"['cgppyonxhlvlnjy', 'cnmyxlnwprsjkys']"
100,7,0.001,128,3.1510922546628155,3.156054586172104,"['pbnjiljiilabsgb', 'pbndlegibljeacb']"
200,7,0.001,128,2.95814095871358,2.967540293931961,"['pbkmmamhbmbmmbb', 'pcngyhgikgbiicb']"
300,7,0.001,128,1.7998018687284445,1.8223938941955566,"['gbkheajhijklmno', 'egnmlkjihgfedcb']"
400,7,0.001,128,0.9600342617759222,0.9819987937808037,"['pbcdefghijklmno', 'oonmlkjihgfedcb']"
500,7,0.001,128,0.7827839360961432,0.8044753819704056,"['abcdefghijklmno', 'aonmlkjihgfedcb']"
600,7,0.001,128,0.6892420227014566,0.7126160115003586,"['abcdefghijklmno', 'oonmlkjihgfedcb']"
700,7,0.001,128,0.6211481094360352,0.6432030573487282,"['abcdefghijklmno', 'oonmlkjihgfedcb']"
800,7,0.001,128,0.5868872592720804,0.6210528090596199,"['abcdefghijklmno', 'oonmlkjihgfedcb']"
900,7,0.001,128,0.5388730375827113,0.5677536576986313,"['abcdefghijklmno', 'oonmlkjihgfedcb']"
1000,7,0.001,128,0.5060623288154602,0.5387909337878227,"['abcdefghijklmno', 'oonmlkjihgfedcb']"
2000,7,0.001,128,0.3131833925277372,0.369141161441803,"['abcdefghijklmno', 'nonmlkjihgfedcb']"
3000,7,0.001,128,0.06083891451170173,0.10709663946181536,"['abcdefghijklmno', 'oonmlkjihgfedcb']"
4000,7,0.001,128,0.01912461752897199,0.05312734143808484,"['abcdefghijklmno', 'aonmlkjihgfedcb']"
5000,7,0.001,128,0.010194786152319063,0.03848832519724965,"['abcdefghijklmno', 'aonmlkjihgfedcb']"
6000,7,0.001,128,0.003414375255108351,0.019366187741979957,"['abcdefghijklmno', 'aonmlkjihgfedcb']"
7000,7,0.001,128,0.002732309450533925,0.013471407059114426,"['abcdefghijklmno', 'aonmlkjihgfedcb']"
8000,7,0.001,128,0.0007841219231994717,0.009596900024916977,"['abcdefghijklmno', 'aonmlkjihgfedcb']"
9000,7,0.001,128,0.0037352005443447326,0.012454510491807014,"['abcdefghijklmno', 'aonmlkjihgfedcb']"
10000,7,0.001,128,0.007709126252698701,0.013338210235815495,"['abcdefghijklmno', 'aonmlkjihgfedcb']"
0,8,0.001,128,3.6360547210596783,3.6365984082221985,"['tiikosfhldelska', 'tixnyafyadfzska']"
100,8,0.001,128,3.1693001457407504,3.1769928336143494,"['pllmlkjiwvfeslq', 'ponolkjihvoescq']"
200,8,0.001,128,2.9790548916104473,2.996201902627945,"['lllllknlllfhscl', 'lojjlkjlllkkkko']"
300,8,0.001,128,2.1590877786467346,2.1900754868984222,"['glndekghvfllmcb', 'conmlejchgfedrb']"
400,8,0.001,128,0.9838029048110866,1.0211748853325844,"['abcdefghijklmno', 'ojnmlkjihgfedcb']"
500,8,0.001,128,0.8261234473578537,0.8656723946332932,"['abcdefghijklmno', 'ajnmlkjihgfedcb']"
600,8,0.001,128,0.7310212790211544,0.7725388258695602,"['abcdefghijklmno', 'ajnmlkjihgfedcb']"
700,8,0.001,128,0.6589755385736876,0.7044880092144012,"['abcdefghijklmno', 'ajnmlkjihgfedcb']"
800,8,0.001,128,0.6036486927467056,0.6546192020177841,"['abcdefghijklgno', 'ajnmlkjihgfedcb']"
900,8,0.001,128,0.5475811294362515,0.5883863717317581,"['abcdefghijklmno', 'aonmlkjihgfedcb']"
1000,8,0.001,128,0.5001209457463855,0.547004871070385,"['abcdefghijklmno', 'aonmlkjihgfedcb']"
2000,8,0.001,128,0.07591353154069261,0.10922570154070854,"['abcdefghijklmno', 'aonmlkjihgfedcb']"
3000,8,0.001,128,0.022347482711171048,0.04927608696743846,"['abcdefghijklmno', 'aonmlkjihgfedcb']"
4000,8,0.001,128,0.005434699601175476,0.03265123115852475,"['abcdefghijklmno', 'aonmlkjihgfedcb']"
5000,8,0.001,128,0.00597568209278633,0.027693686541169882,"['abcdefghijklmno', 'aonmlkjihgfedcb']"
6000,8,0.001,128,0.0001835331017382832,0.011241140426136553,"['abcdefghijklmno', 'aonmlkjihgfedcb']"
7000,8,0.001,128,3.1565407086038503e-05,0.011828571499790996,"['abcdefghijklmno', 'aonmlkjihgfedcb']"
8000,8,0.001,128,1.3440618158135375e-05,0.012686244153883308,"['abcdefghijklmno', 'aonmlkjihgfedcb']"
9000,8,0.001,128,6.579383568661589e-06,0.013687188446056098,"['abcdefghijklmno', 'aonmlkjihgfedcb']"
10000,8,0.001,128,3.4510754843883857e-06,0.014612365106586367,"['abcdefghijklmno', 'aonmlkjihgfedcb']"
0,9,0.001,128,3.5914311288278316,3.5912148654460907,"['rhczvd|krzzpqdi', 'rtrhtmhnzrvoqcm']"
100,9,0.001,128,3.156129157995876,3.1613499522209167,"['aboalzjiaauascd', 'pfiklkixkvutdcq']"
200,9,0.001,128,2.9662443746494342,2.9770891070365906,"['abnbccjbbbuhecb', 'nnnnkkllnkbcccb']"
300,9,0.001,128,2.0905835387072984,2.1151756644248962,"['abcdefhmljklmff', 'blnmaklghgfeccb']"
400,9,0.001,128,0.9933999995642071,1.019821785390377,"['abcdefghijklmno', 'kgnmlkjihgfedcb']"
500,9,0.001,128,0.8214776991288874,0.852008044719696,"['abcdefghijklmno', 'oonmlkjihgfedcb']"
600,9,0.001,128,0.6921889759317229,0.7252319604158401,"['abcdefghijklmno', 'oonmlkjihgfedcb']"
700,9,0.001,128,0.6146262797373759,0.6469451487064362,"['abcdefghijklmno', 'nonmlkjihgfedcb']"
800,9,0.001,128,0.5776739882517464,0.6082821637392044,"['abcdefghijklmno', 'konmlkjihgfedcb']"
900,9,0.001,128,0.5336789021009132,0.5654885768890381,"['abcdefghijklmno', 'konmlkjihgfedcb']"
1000,9,0.001,128,0.5074683141104782,0.5423448756337166,"['abcdefghijklmno', 'konmlkjihgfedcb']"
2000,9,0.001,128,0.3356270695788951,0.3799126259982586,"['abcdefghijklmno', 'aonmlkjihgfedcb']"
3000,9,0.001,128,0.2209344674137574,0.2708744928240776,"['abcdefghijklmno', 'aonmlkjihgfedcb']"
4000,9,0.001,128,0.1284046221194388,0.17500979639589787,"['abcdefghijklmno', 'aonalkjihgfedcb']"
5000,9,0.001,128,0.07284438204538973,0.11337714921683073,"['abcdefghijklmno', 'aonmlkjihgfedcb']"
6000,9,0.001,128,0.04283149769128878,0.09023856930434704,"['abcdefghijklmno', 'aonmlkjihgfedcb']"
7000,9,0.001,128,0.029871331079851224,0.0729591571725905,"['abcdefghijklmno', 'aonmlkjihgfedcb']"
8000,9,0.001,128,0.024295882427994207,0.06411252729594707,"['abcdefghijklmno', 'aonmlkjihgfedcb']"
9000,9,0.001,128,0.010026650680111179,0.048213963862508535,"['abcdefghijklmno', 'aonmlkjihgfedcb']"
10000,9,0.001,128,0.007555312512418892,0.04383745277300477,"['abcdefghijklmno', 'aonmlkjihgfedcb']"
